address,geo_lat,geo_lon
"Ленинградская обл, Кировский р-н, г Шлиссельбург",59.9443714,31.0333365
"Липецкая обл, г Грязи",52.4874097,39.9331142
"Липецкая обл, г Данков",53.2577411,39.1456184
"Липецкая обл, г Елец",52.6152411,38.5289342
"Липецкая обл, г Задонск",52.4004179,38.9205032
"Липецкая обл, г Лебедянь",53.0156117,39.143536
г Липецк,52.610249,39.5947883
"Липецкая обл, г Усмань",52.0442648,39.726401
"Липецкая обл, г Чаплыгин",53.24048,39.9670973
г Магадан,59.5681332,150.8084956
"Магаданская обл, г Сусуман",62.7805882,148.1540281
"Респ Марий Эл, г Волжск",55.8623156,48.3715083
"Респ Марий Эл, г Звенигово",55.9738571,48.0170245
г Йошкар-Ола,56.6343662,47.8999706
"Респ Марий Эл, г Козьмодемьянск",56.3334036,46.546675
"Респ Мордовия, г Ардатов",54.8465544,46.2411232
"Респ Мордовия, г Инсар",53.8770022,44.3696566
"Респ Мордовия, г Ковылкино",54.0391072,43.9191539
"Респ Мордовия, г Краснослободск",54.4248207,43.7845011
"Респ Мордовия, г Рузаевка",54.0581967,44.9490466
г Саранск,54.1809332,45.1862632
"Респ Мордовия, г Темников",54.6310583,43.2161099
г Москва,55.7540471,37.620405
"Московская обл, г Наро-Фоминск, г Апрелевка",55.5276918,37.065143
"Московская обл, г Балашиха",55.796389,37.938283
"Московская обл, г Воскресенск, г Белоозёрский",55.4595766,38.4389742
"Московская обл, г Бронницы",55.4255379,38.264145
"Московская обл, г Наро-Фоминск, г Верея",55.343369,36.185694
"Московская обл, г Видное",55.551725,37.7061984
"Московская обл, г Волоколамск",56.0356499,35.9585112
"Московская обл, г Воскресенск",55.3071519,38.7027953
"Московская обл, г Клин, г Высоковск",56.3359513,36.5251837
"Московская обл, г Одинцово, г Голицыно",55.6190582,36.9856793
"Московская обл, г Истра, г Дедовск",55.8703276,37.1245043
"Московская обл, г Дзержинский",55.6240869,37.8440276
"Московская обл, г Дмитров",56.3477457,37.526672
"Московская обл, г Долгопрудный",55.9385999,37.5101021
"Московская обл, г Домодедово",55.4363283,37.7664984
"Московская обл, г Орехово-Зуево, г Дрезна",55.7443143,38.8498479
"Московская обл, г Дубна",56.741786,37.1757223
"Московская обл, г Егорьевск",55.3830113,39.0358317
"Московская обл, г Жуковский",55.599803,38.1224298
"Московская обл, г Зарайск",54.762456,38.8850978
"Московская обл, г Одинцово, г Звенигород",55.7297089,36.8554029
"Московская обл, г Ивантеевка",55.9741665,37.9207539
"Московская обл, г Истра",55.9062267,36.8601454
"Московская обл, г Кашира",54.853337,38.1904392
"Московская обл, г Клин",56.3425605,36.7240032
"Московская обл, г Коломна",55.102814,38.7531002
"Московская обл, г Королёв",55.9161773,37.8545415
"Московская обл, г Котельники",55.6597925,37.8631156
"Московская обл, г Красноармейск",56.105426,38.140838
"Московская обл, г Красногорск",55.8317203,37.3295266
"Московская обл, г Сергиев Посад, г Краснозаводск",56.4409979,38.2320307
"Московская обл, г Краснознаменск",55.5978959,37.0393709
"Московская обл, г Одинцово, г Кубинка",55.5754955,36.6951995
"Московская обл, г Орехово-Зуево, г Куровское",55.5792277,38.9207723
"Московская обл, г Орехово-Зуево, г Ликино-Дулёво",55.7078257,38.9578093
"Московская обл, г Лобня",56.0328881,37.4614035
"Московская обл, г Лосино-Петровский",55.8713214,38.200599
"Московская обл, г Луховицы",54.9652077,39.0260266
"Московская обл, г Лыткарино",55.5778163,37.9033507
"Московская обл, г Люберцы",55.676499,37.898125
"Московская обл, г Можайск",55.5069259,36.024043
"Московская обл, г Мытищи",55.9105782,37.7363579
"Московская обл, г Наро-Фоминск",55.386185,36.734484
"Московская обл, г Ногинск",55.8686133,38.4622104
"Московская обл, г Одинцово",55.6789455,37.263686
"Московская обл, г Озёры",54.8541006,38.5599196
"Московская обл, г Орехово-Зуево",55.8151421,38.9869822
"Московская обл, г Павловский Посад",55.7807244,38.6596983
"Московская обл, г Сергиев Посад, г Пересвет",56.4158326,38.1733534
"Московская обл, г Подольск",55.4389322,37.5703482
"Московская обл, г Протвино",54.8705984,37.2182749
"Московская обл, г Пушкино",56.0103638,37.8471403
"Московская обл, г Пущино",54.8324412,37.6210346
"Московская обл, г Раменское",55.5495132,38.2728914
"Московская обл, г Реутов",55.7582621,37.8618553
"Московская обл, г Шатура, г Рошаль",55.6632776,39.8656147
"Московская обл, г Руза",55.7014744,36.1959206
"Московская обл, г Сергиев Посад",56.3062548,38.1502661
"Московская обл, г Серпухов",54.9226466,37.4033859
"Московская обл, г Солнечногорск",56.185102,36.977631
"Московская обл, г Ногинск, г Старая Купавна",55.810648,38.175624
"Московская обл, г Ступино",54.886274,38.078228
"Московская обл, г Талдом",56.7308564,37.5276003
"Московская обл, г Фрязино",55.9590588,38.0410235
"Московская обл, г Химки",55.888657,37.4303702
"Московская обл, г Сергиев Посад, г Хотьково",56.2516982,37.9396017
"Московская обл, г Черноголовка",56.010005,38.379245
"Московская обл, г Чехов",55.1508011,37.4533252
"Московская обл, г Шатура",55.5777427,39.5445712
"Московская обл, г Щёлково",55.9233801,37.9783707
"Московская обл, г Электрогорск",55.8780241,38.7806752
"Московская обл, г Электросталь",55.7847291,38.4447045
"Московская обл, г Ногинск, г Электроугли",55.7170877,38.2192563
"Московская обл, г Дмитров, г Яхрома",56.2890516,37.4831799
"Мурманская обл, г Апатиты",67.5677761,33.4067929
"Мурманская обл, г Гаджиево",69.2491311,33.315341
"Мурманская обл, г Заозерск",69.4003584,32.4501496
"Мурманская обл, Печенгский р-н, г Заполярный",69.4132852,30.7984312
"Мурманская обл, г Кандалакша",67.1567974,32.4143218
"Мурманская обл, г Кировск",67.6150424,33.663735
"Мурманская обл, г Ковдор",67.5661417,30.4741941
"Мурманская обл, г Кола",68.8786028,33.0262299
"Мурманская обл, г Мончегорск",67.9386153,32.9359719
г Мурманск,69.007721,33.0685865
"Мурманская обл, г Оленегорск",68.1422058,33.2669407
"Мурманская обл, г Островной",68.0510344,39.5077846
"Мурманская обл, г Полярные Зори",67.373084,32.4975636
"Мурманская обл, г Полярный",69.1989583,33.4508591
"Мурманская обл, г Североморск",69.0766801,33.4177759
"Мурманская обл, г Снежногорск",69.1921409,33.2383502
г Нарьян-Мар,67.6379672,53.0069565
"Нижегородская обл, г Арзамас",55.3945814,43.8408141
"Нижегородская обл, г Балахна",56.495036,43.5758423
"Нижегородская обл, г Богородск",56.1020828,43.5135442
"Нижегородская обл, г Бор",56.3565458,44.0646481
"Нижегородская обл, г Ветлуга",57.8559204,45.7761957
"Нижегородская обл, г Володарск",56.2169751,43.1596417
"Нижегородская обл, Павловский р-н, г Ворсма",55.989943,43.2718859
"Нижегородская обл, г Выкса",55.3207727,42.1678834
"Нижегородская обл, Павловский р-н, г Горбатов",56.1307769,43.0626185
"Нижегородская обл, г Городец",56.6449218,43.4723104
"Нижегородская обл, г Дзержинск",56.2376047,43.4599416
"Нижегородская обл, Городецкий р-н, г Заволжье",56.6404286,43.3872492
"Нижегородская обл, г Княгинино",55.8205915,45.032337
"Нижегородская обл, г Кстово",56.1432084,44.1664198
"Нижегородская обл, г Кулебаки",55.4296181,42.5125538
"Нижегородская обл, г Лукоянов",55.0326225,44.4933807
"Нижегородская обл, г Лысково",56.0262359,45.035771
"Нижегородская обл, г Навашино",55.543811,42.1887089
г Нижний Новгород,56.3240627,44.0053913
"Нижегородская обл, г Павлово",55.9797564,43.0995042
"Нижегородская обл, г Первомайск",54.8675792,43.8013992
"Нижегородская обл, г Перевоз",55.5967718,44.5448369
"Нижегородская обл, г Саров",54.9228268,43.3448089
"Нижегородская обл, г Семенов",56.7889794,44.4902885
"Нижегородская обл, г Сергач",55.5201515,45.4813231
"Нижегородская обл, г Урень",57.4612572,45.7833293
"Нижегородская обл, г Чкаловск",56.7651262,43.242077
"Нижегородская обл, г Шахунья",57.6764293,46.6129009
"Новгородская обл, г Боровичи",58.3840197,33.9175929
"Новгородская обл, г Валдай",57.9823766,33.2369436
г Великий Новгород,58.5213846,31.2755394
"Новгородская обл, г Малая Вишера",58.8458379,32.2247401
"Новгородская обл, г Окуловка",58.3910296,33.2901557
"Новгородская обл, г Пестово",58.5973723,35.8143898
"Новгородская обл, г Сольцы",58.1201281,30.309351
"Новгородская обл, г Старая Русса",57.990737,31.3554897
"Новгородская обл, г Холм",57.145108,31.1787499
"Новгородская обл, г Чудово",59.1248394,31.6866241
"Новосибирская обл, Барабинский р-н, г Барабинск",55.35146,78.3464506
"Новосибирская обл, г Бердск",54.7582156,83.1070605
"Новосибирская обл, г Болотное",55.6692421,84.3906889
"Новосибирская обл, г Искитим",54.6267603,83.2951244
"Новосибирская обл, г Карасук",53.7343189,78.0422967
"Новосибирская обл, г Каргат",55.1945666,80.2829495
"Новосибирская обл, Куйбышевский р-н, г Куйбышев",55.4685094,78.3242048
"Новосибирская обл, г Купино",54.366055,77.2973368
г Новосибирск,55.028191,82.9211489
"Новосибирская обл, г Обь",54.9945576,82.6937181
"Новосибирская обл, Татарский р-н, г Татарск",55.2146167,75.9739914
"Новосибирская обл, г Тогучин",55.2251631,84.4104118
"Новосибирская обл, г Черепаново",54.2206476,83.3724521
"Новосибирская обл, г Чулым",55.0906867,80.9592508
"Омская обл, г Исилькуль",54.9096002,71.2816284
"Омская обл, г Калачинск",55.0598155,74.5653644
"Омская обл, г Называевск",55.5689323,71.3503426
г Омск,54.9848566,73.3674517
"Омская обл, г Тара",56.9160511,74.3649194
"Омская обл, г Тюкалинск",55.8703415,72.1954747
"Оренбургская обл, г Абдулино",53.6778906,53.6472483
"Оренбургская обл, г Бугуруслан",53.6523728,52.4326853
"Оренбургская обл, г Бузулук",52.7881277,52.2624877
"Оренбургская обл, г Гай",51.4649189,58.4436875
"Оренбургская обл, г Кувандык",51.4783857,57.3612636
"Оренбургская обл, г Медногорск",51.4037617,57.583163
"Оренбургская обл, г Новотроицк",51.1964202,58.3018192
г Оренбург,51.7875092,55.1018828
"Оренбургская обл, г Орск",51.2294282,58.4752777
"Оренбургская обл, г Соль-Илецк",51.1633736,54.9896726
"Оренбургская обл, г Сорочинск",52.426685,53.1542745
"Оренбургская обл, г Ясный",51.036838,59.874344
"Орловская обл, г Болхов",53.4438496,36.0076833
"Орловская обл, г Дмитровск",52.5054851,35.1415009
"Орловская обл, г Ливны",52.4284558,37.6039506
"Орловская обл, г Малоархангельск",52.4002192,36.5038579
"Орловская обл, г Мценск",53.2788438,36.5749105
"Орловская обл, г Новосиль",52.97454,37.0437146
г Орёл,52.9671298,36.0696427
"Пензенская обл, г Белинский",52.9640996,43.4183212
"Пензенская обл, г Городище",53.2726916,45.7026142
"Пензенская обл, г Заречный",53.1960836,45.1689907
"Пензенская обл, г Каменка",53.1855463,44.0469717
"Пензенская обл, г Кузнецк",53.1130888,46.605092
"Пензенская обл, г Нижний Ломов",53.5300905,43.6730217
"Пензенская обл, г Никольск",53.7137496,46.0799857
г Пенза,53.1753314,45.0348625
"Пензенская обл, г Сердобск",52.4697595,44.2122414
"Пензенская обл, г Спасск",53.9271974,43.1859073
"Пензенская обл, Городищенский р-н, г Сурск",53.0761357,45.6910796
"Пермский край, г Александровск",59.1613221,57.5763459
"Пермский край, г Березники",59.4079923,56.8039427
"Пермский край, г Верещагино",58.0797571,54.6581309
"Пермский край, г Горнозаводск",58.3742532,58.3231716
"Пермский край, г Гремячинск",58.5626082,57.8520572
"Пермский край, г Губаха",58.8371721,57.554533
"Пермский край, г Добрянка",58.469685,56.4130737
"Пермский край, г Кизел",59.0512783,57.6471028
"Пермский край, г Красновишерск",60.3901321,57.0535682
"Пермский край, г Краснокамск",58.0822065,55.7479936
"Пермский край, г Кудымкар",59.0167925,54.6572508
"Пермский край, г Кунгур",57.4283296,56.9438656
"Пермский край, г Лысьва",58.0995875,57.8086825
"Пермский край, г Нытва",57.9336725,55.3356084
"Пермский край, г Оса",57.2889515,55.4688668
"Пермский край, г Оханск",57.7180034,55.3872469
"Пермский край, г Очер",57.8852686,54.7161091
г Пермь,58.0102583,56.2342034
"Пермский край, г Соликамск",59.6482998,56.771009
"Пермский край, г Усолье",59.4277573,56.6837872
"Пермский край, г Чайковский",56.7781501,54.1477965
"Пермский край, г Чердынь",60.4011933,56.4799933
"Пермский край, Ильинский р-н, г Чермоз",58.7842834,56.1507138
"Пермский край, г Чернушка",56.5160768,56.0763049
"Пермский край, г Чусовой",58.2974596,57.8193615
"Приморский край, г Арсеньев",44.1622031,133.2696209
"Приморский край, г Артем",43.3501675,132.1596175
"Приморский край, г Большой Камень",43.1111742,132.3480082
г Владивосток,43.1164904,131.8823937
"Приморский край, г Дальнегорск",44.5539457,135.5662716
"Приморский край, г Дальнереченск",45.9308483,133.7316907
"Приморский край, г Лесозаводск",45.4780092,133.4186199
"Приморский край, г Находка",42.8239372,132.8927361
"Приморский край, г Партизанск",43.1280578,133.1264567
"Приморский край, г Спасск-Дальний",44.5901175,132.8157288
"Приморский край, г Уссурийск",43.7971818,131.9518229
"Приморский край, г Фокино",42.9706317,132.4110196
"Псковская обл, г Великие Луки",56.332208,30.5508641
"Псковская обл, г Гдов",58.7432429,27.8264809
"Псковская обл, г Дно",57.826974,29.9629389
"Псковская обл, г Невель",56.0201973,29.9239983
"Псковская обл, г Новоржев",57.029807,29.3433083
"Псковская обл, г Новосокольники",56.3408431,30.1527573
"Псковская обл, г Опочка",56.710725,28.6717519
"Псковская обл, г Остров",57.3451528,28.3437593
"Псковская обл, г Печоры",57.8145817,27.622259
"Псковская обл, г Порхов",57.7765219,29.5436626
г Псков,57.8194415,28.3317198
"Псковская обл, г Пустошка",56.3374813,29.3668055
"Псковская обл, г Пыталово",57.0637952,27.9236214
"Псковская обл, г Себеж",56.2908554,28.4724326
"Ростовская обл, г Азов",47.1121589,39.4232555
"Ростовская обл, г Аксай",47.2676314,39.8756872
"Ростовская обл, г Батайск",47.1383299,39.7507179
"Ростовская обл, г Белая Калитва",48.1769737,40.8033529
"Ростовская обл, г Волгодонск",47.5165338,42.1984951
"Ростовская обл, г Гуково",48.0448904,39.9484672
"Ростовская обл, г Донецк",48.3350706,39.945891
"Ростовская обл, г Зверево",48.0435487,40.1265822
"Ростовская обл, г Зерноград",46.8495958,40.312837
"Ростовская обл, г Каменск-Шахтинский",48.3205326,40.2689583
"Ростовская обл, г Константиновск",47.5773717,41.0967445
"Ростовская обл, г Красный Сулин",47.8831311,40.0781298
"Ростовская обл, г Миллерово",48.9260077,40.3984087
"Ростовская обл, г Морозовск",48.3511807,41.8309225
"Ростовская обл, г Новочеркасск",47.411919,40.1042098
"Ростовская обл, г Новошахтинск",47.757773,39.9363697
"Ростовская обл, г Пролетарск",46.7038963,41.727594
г Ростов-на-Дону,47.2224566,39.718803
"Ростовская обл, г Сальск",46.4752095,41.5410415
"Ростовская обл, г Семикаракорск",47.5177337,40.8114167
"Ростовская обл, г Таганрог",47.2094917,38.9350989
"Ростовская обл, г Цимлянск",47.6477448,42.0931505
"Ростовская обл, г Шахты",47.7085287,40.2159846
"Рязанская обл, г Касимов",54.9373475,41.3913211
"Рязанская обл, г Кораблино",53.9246659,40.0227745
"Рязанская обл, г Михайлов",54.2297402,39.0091481
"Рязанская обл, Пронский р-н, г Новомичуринск",54.0376572,39.74654
"Рязанская обл, г Рыбное",54.7256164,39.5134398
"Рязанская обл, г Ряжск",53.7067584,40.0522274
г Рязань,54.6254445,39.7358609
"Рязанская обл, г Сасово",54.3508885,41.9117422
"Рязанская обл, г Скопин",53.823543,39.5492421
"Рязанская обл, г Спас-Клепики",55.1291721,40.1745338
"Рязанская обл, г Спасск-Рязанский",54.4070719,40.3763426
"Рязанская обл, г Шацк",54.0287312,41.7181803
"Самарская обл, г Жигулевск",53.4011981,49.4945176
"Самарская обл, г Кинель",53.2210298,50.6343776
"Самарская обл, г Нефтегорск",52.7972914,51.1637392
"Самарская обл, г Новокуйбышевск",53.0994565,49.9477382
"Самарская обл, г Октябрьск",53.1640488,48.670762
"Самарская обл, г Отрадный",53.3800848,51.3438605
"Самарская обл, г Похвистнево",53.6498299,52.1235156
г Самара,53.1950306,50.1069518
"Самарская обл, г Сызрань",53.1558674,48.4744629
"Самарская обл, г Тольятти",53.5205348,49.3894028
"Самарская обл, г Чапаевск",52.928961,49.8673269
г Санкт-Петербург,59.9391313,30.3159004
"Саратовская обл, г Аркадак",51.938831,43.4999221
"Саратовская обл, г Аткарск",51.8736062,45.0003247
"Саратовская обл, г Балаково",52.0224231,47.7827765
"Саратовская обл, г Балашов",51.5388697,43.1839757
"Саратовская обл, г Вольск",52.0459865,47.3873595
"Саратовская обл, г Ершов",51.3508505,48.2762226
"Саратовская обл, г Калининск",51.4993591,44.4710435
"Саратовская обл, г Красноармейск",51.023541,45.695044
"Саратовская обл, г Красный Кут",50.9598317,46.9712016
"Саратовская обл, г Маркс",51.7133337,46.7400339
"Саратовская обл, г Новоузенск",50.455199,48.1413153
"Саратовская обл, г Петровск",52.3094237,45.3851877
"Саратовская обл, г Пугачев",52.0159921,48.7972223
"Саратовская обл, г Ртищево",52.2616271,43.7842248
г Саратов,51.533557,46.034257
"Саратовская обл, г Хвалынск",52.4951572,48.1045771
"Саратовская обл, г Шиханы",52.1147391,47.2023118
"Саратовская обл, г Энгельс",51.4854003,46.126722
"Сахалинская обл, г Александровск-Сахалинский",50.8974378,142.1578559
"Сахалинская обл, г Анива",46.713152,142.5265804
"Сахалинская обл, г Долинск",47.3255783,142.7945071
"Сахалинская обл, г Корсаков",46.6324545,142.799445
"Сахалинская обл, г Курильск",45.2270954,147.8796323
"Сахалинская обл, г Макаров",48.6236334,142.7803205
"Сахалинская обл, г Невельск",46.6526899,141.8630725
"Сахалинская обл, г Оха",53.5867839,142.9412411
"Сахалинская обл, г Поронайск",49.238866,143.1008333
"Сахалинская обл, г Северо-Курильск",50.6730577,156.1282211
"Сахалинская обл, г Томари",47.7620108,142.0615837
"Сахалинская обл, г Углегорск",49.0815774,142.0692639
"Сахалинская обл, г Холмск",47.0408423,142.041688
г Южно-Сахалинск,46.9591631,142.737976
"Свердловская обл, г Алапаевск",57.8475571,61.6693817
"Свердловская обл, Сысертский р-н, г Арамиль",56.694632,60.8343125
"Свердловская обл, г Артемовский",57.3384177,61.8947443
"Свердловская обл, г Асбест",57.0052277,61.4581156
"Свердловская обл, г Березовский",56.9095924,60.8180907
"Свердловская обл, Богдановичский р-н, г Богданович",56.7764795,62.0463679
"Свердловская обл, г Верхний Тагил",57.3763758,59.9517653
"Свердловская обл, г Верхняя Пышма",56.9758903,60.5650383
"Свердловская обл, г Верхняя Салда",58.0465803,60.5560164
"Свердловская обл, г Верхняя Тура",58.3643685,59.8265235
"Свердловская обл, г Верхотурье",58.8622073,60.8103945
"Свердловская обл, г Волчанск",59.9351707,60.0798618
"Свердловская обл, г Дегтярск",56.7048206,60.079138
г Екатеринбург,56.8385216,60.6054911
"Свердловская обл, г Заречный",56.8102931,61.3380029
"Свердловская обл, г Ивдель",60.6944496,60.4245069
"Свердловская обл, г Ирбит",57.6838362,63.057675
"Свердловская обл, г Каменск-Уральский",56.414962,61.9188674
"Свердловская обл, г Камышлов",56.8465034,62.7119766
"Свердловская обл, г Карпинск",59.7665925,60.0011703
"Свердловская обл, г Качканар",58.7051762,59.4839155
"Свердловская обл, г Кировград",57.4299433,60.0624051
"Свердловская обл, г Краснотурьинск",59.7636635,60.1934525
"Свердловская обл, г Красноуральск",58.348651,60.0408764
"Свердловская обл, г Красноуфимск",56.612387,57.7636637
"Свердловская обл, г Кушва",58.2826013,59.7645766
"Свердловская обл, г Лесной",58.6348516,59.7981565
"Свердловская обл, Нижнесергинский р-н, г Михайловск",56.4370039,59.1137316
"Свердловская обл, г Невьянск",57.49131,60.2183429
"Свердловская обл, г Нижние Серги",56.6544959,59.2953035
"Свердловская обл, г Нижний Тагил",57.910126,59.9812853
"Свердловская обл, г Нижняя Салда",58.0748272,60.7025418
"Свердловская обл, г Нижняя Тура",58.6309267,59.8520344
"Свердловская обл, г Новая Ляля",59.0538977,60.5944825
"Свердловская обл, г Новоуральск",57.2472567,60.0956714
"Свердловская обл, г Первоуральск",56.9080085,59.942926
"Свердловская обл, г Полевской",56.4956952,60.2365298
"Свердловская обл, г Ревда",56.7986319,59.9071591
"Свердловская обл, г Реж",57.3717477,61.3833842
"Свердловская обл, г Североуральск",60.1533109,59.9525245
"Свердловская обл, г Серов",59.6047724,60.5753882
"Свердловская обл, г Среднеуральск",56.9918901,60.4771018
"Свердловская обл, Сухоложский р-н, г Сухой Лог",56.9076193,62.0358093
"Свердловская обл, г Сысерть",56.5005715,60.8190003
"Свердловская обл, г Тавда",58.0434672,65.274217
"Свердловская обл, г Талица",57.0122687,63.7320757
"Свердловская обл, г Туринск",58.0393524,63.6981973
г Севастополь,44.6167013,33.525355
"Респ Северная Осетия - Алания, г Алагир",43.0417684,44.2199715
"Респ Северная Осетия - Алания, г Ардон",43.1755152,44.2955775
"Респ Северная Осетия - Алания, г Беслан",43.1937529,44.5338707
г Владикавказ,43.020588,44.6819182
"Респ Северная Осетия - Алания, г Дигора",43.1567628,44.1549483
"Респ Северная Осетия - Алания, г Моздок",43.7471342,44.6569607
"Смоленская обл, г Велиж",55.6057916,31.1856206
"Смоленская обл, г Вязьма",55.2116983,34.2951663
"Смоленская обл, г Гагарин",55.5525228,34.9950502
"Смоленская обл, г Демидов",55.2682105,31.5062809
"Смоленская обл, г Десногорск",54.146457,33.2833222
"Смоленская обл, г Дорогобуж",54.9136959,33.3023162
"Смоленская обл, г Духовщина",55.1950257,32.401252
"Смоленская обл, г Ельня",54.5837795,33.1749867
"Смоленская обл, г Починок",54.406244,32.4398039
"Смоленская обл, г Рославль",53.9449558,32.8480258
"Смоленская обл, г Рудня",54.9441093,31.0794806
"Смоленская обл, г Сафоново",55.1199661,33.2336988
г Смоленск,54.782635,32.045251
"Смоленская обл, г Сычевка",55.8308821,34.2778793
"Смоленская обл, г Ярцево",55.0564732,32.6902302
"Ставропольский край, г Благодарный",45.0989782,43.4306455
"Ставропольский край, г Буденновск",44.7816067,44.1650339
"Ставропольский край, г Георгиевск",44.1485694,43.4739851
"Ставропольский край, г Ессентуки",44.0446186,42.8588653
"Ставропольский край, г Железноводск",44.1320568,43.0306461
"Ставропольский край, г Зеленокумск",44.4032668,43.8841877
"Ставропольский край, г Изобильный",45.3684296,41.708702
"Ставропольский край, г Ипатово",45.7181751,42.8970206
"Ставропольский край, г Кисловодск",43.9052044,42.7168721
"Ставропольский край, г Лермонтов",44.1054107,42.973135
"Ставропольский край, г Минеральные Воды",44.2087273,43.138408
"Ставропольский край, г Михайловск",45.1297323,42.0288443
"Ставропольский край, г Невинномысск",44.6226031,41.9476723
"Ставропольский край, г Нефтекумск",44.7544552,44.9865347
"Ставропольский край, г Новоалександровск",45.4932733,41.2153996
"Ставропольский край, г Новопавловск",43.9617097,43.6342865
"Ставропольский край, г Пятигорск",44.041091,43.0661553
"Ставропольский край, г Светлоград",45.328659,42.8565714
г Ставрополь,45.044516,41.9689655
"Тамбовская обл, г Жердевка",51.8422192,41.4617687
"Тамбовская обл, г Кирсанов",52.6506335,42.7286445
"Тамбовская обл, г Котовск",52.5924489,41.5101237
"Тамбовская обл, г Мичуринск",52.8912389,40.5104443
"Тамбовская обл, г Моршанск",53.4436216,41.8115478
"Тамбовская обл, г Рассказово",52.6538833,41.874285
г Тамбов,52.7213154,41.452264
"Тамбовская обл, г Уварово",51.9767841,42.2529799
"Респ Татарстан, г Агрыз",56.5232864,52.9943775
"Респ Татарстан, г Азнакаево",54.8598642,53.0745527
"Респ Татарстан, г Альметьевск",54.9014619,52.2970467
"Респ Татарстан, г Арск",56.0912567,49.877067
"Респ Татарстан, г Бавлы",54.4062891,53.2458065
"Респ Татарстан, г Болгар",54.974891,49.0303882
"Респ Татарстан, г Бугульма",54.5363495,52.7895849
"Респ Татарстан, г Буинск",54.9641538,48.2901209
"Респ Татарстан, г Елабуга",55.7567107,52.0543794
"Респ Татарстан, г Заинск",55.299053,52.0062972
"Респ Татарстан, г Зеленодольск",55.8466651,48.5010954
"Респ Татарстан, Верхнеуслонский р-н, г Иннополис",55.7521699,48.7446846
г Казань,55.7943584,49.1114975
"Респ Татарстан, г Кукмор",56.1861392,50.8970238
"Респ Татарстан, г Лаишево",55.4042867,49.5499838
"Респ Татарстан, г Лениногорск",54.5967034,52.4431906
"Респ Татарстан, г Мамадыш",55.7150413,51.4129016
"Респ Татарстан, г Менделеевск",55.895169,52.3143347
"Респ Татарстан, г Мензелинск",55.7270698,53.1003968
"Респ Татарстан, г Набережные Челны",55.7434619,52.3959165
"Респ Татарстан, г Нижнекамск",55.6313609,51.8144669
"Респ Татарстан, г Нурлат",54.4281461,50.8049337
"Респ Татарстан, г Тетюши",54.936516,48.8314533
"Респ Татарстан, г Чистополь",55.3699139,50.6285784
"Тверская обл, г Андреаполь",56.6506724,32.2620163
"Тверская обл, г Бежецк",57.7860089,36.6904983
"Тверская обл, г Белый",55.8339056,32.9389741
"Тверская обл, г Бологое",57.8855767,34.0537771
"Тверская обл, г Весьегонск",58.6582598,37.2567558
"Тверская обл, г Вышний Волочек",57.568302,34.5404016
"Тверская обл, г Западная Двина",56.2566492,32.0805315
"Тверская обл, г Зубцов",56.1760868,34.5825515
"Тверская обл, г Калязин",57.2579478,37.7819693
"Тверская обл, г Кашин",57.360194,37.6119436
"Тверская обл, г Кимры",56.8733213,37.3556605
"Тверская обл, г Конаково",56.7275204,36.8012716
"Тверская обл, г Красный Холм",58.0571446,37.1126156
"Тверская обл, г Кувшиново",57.0265168,34.1676009
"Тверская обл, г Лихославль",57.1221304,35.4667605
"Тверская обл, г Нелидово",56.2232566,32.7767459
"Тверская обл, г Осташков",57.1456744,33.1115372
"Тверская обл, г Ржев",56.262881,34.3291002
"Тверская обл, г Старица",56.514876,34.9336396
г Тверь,56.8586059,35.9116761
"Тверская обл, г Торжок",57.04133,34.9602344
"Тверская обл, г Торопец",56.5012188,31.6355466
"Тверская обл, г Удомля",57.8787314,35.0167348
"Томская обл, г Асино",56.9907085,86.1765257
"Томская обл, г Кедровый",57.561869,79.5677821
"Томская обл, г Колпашево",58.3114253,82.9025829
"Томская обл, г Северск",56.6031285,84.8809926
"Томская обл, г Стрежевой",60.732895,77.604122
г Томск,56.4845804,84.9481582
"Тульская обл, г Алексин",54.5083349,37.0478067
"Тульская обл, г Белев",53.8114179,36.1382247
"Тульская обл, г Богородицк",53.7701014,38.1225152
"Тульская обл, Киреевский р-н, г Болохово",54.0820349,37.826724
"Тульская обл, г Венев",54.3542315,38.2642236
"Тульская обл, г Донской",53.9678944,38.3371824
"Тульская обл, г Ефремов",53.1464766,38.0921657
"Тульская обл, г Кимовск",53.9698378,38.5380808
"Тульская обл, г Киреевск",53.9319555,37.9220351
"Тульская обл, Киреевский р-н, г Липки",53.9417551,37.7020148
"Тульская обл, г Новомосковск",54.0109075,38.2914024
"Тульская обл, г Плавск",53.7096415,37.2862352
"Тульская обл, Щекинский р-н, г Советск",53.9338874,37.6316141
"Тульская обл, г Суворов",54.1343585,36.4807419
г Тула,54.1920559,37.6153842
"Тульская обл, г Узловая",53.9730452,38.1763201
"Тульская обл, Суворовский р-н, г Чекалин",54.0984438,36.2474142
"Тульская обл, г Щекино",54.0020652,37.5176288
"Тульская обл, г Ясногорск",54.4795484,37.6896048
"Респ Тыва, г Ак-Довурак",51.178452,90.5985129
г Кызыл,51.7191047,94.4376882
"Респ Тыва, г Туран",52.1449619,93.9173396
"Респ Тыва, г Чадан",51.2844502,91.5788609
"Респ Тыва, г Шагонар",51.5346393,92.9199675
"Тюменская обл, г Заводоуковск",56.5027463,66.5513613
"Тюменская обл, г Ишим",56.1104858,69.4795776
